"","LakeID","Expt","Year","DDload","TotLoad","TP","Chl","Secchi","Hyper","Pexport"
"1",1,1,1987,9516.5,9516.5,0.0267289794244923,6.34892326017996,1.74407239545753,0.0294965584773039,5874.42833923702
"2",1,1,1988,4403.9,4403.9,0.0238319527234424,5.36497428426251,1.81384264154896,0.0201175260924585,3804.85857266679
"3",1,1,1989,6006.9,6006.9,0.0247047809920889,5.65031716593687,1.79167171607858,0.0226908803737032,3419.77440871372
"4",1,1,1990,8001.2,8001.2,0.0258354268645064,6.03422693029749,1.76446668564892,0.0263441075923644,3432.33791684068
"5",1,1,1991,11905,11905,0.0282006114303061,6.88862235322633,1.71240333718737,0.0352206444688799,4111.21799345763
"6",1,1,1992,6826.8,6826.8,0.0251634977117211,5.80413879518026,1.78043672754225,0.0241287319518994,2897.21481095667
"7",1,1,1993,32499,32499,0.0447660640279658,14.5634654681178,1.46213406633306,0.150581351684292,8723.95233522481
"8",1,1,1994,13747,13747,0.0293906357660649,7.34418403043412,1.68837359626078,0.0403519560757837,5086.72757710701
"9",1,1,1995,16805,16805,0.0314781692688604,8.18349962896333,1.64922286028615,0.0504847471946366,5664.5675500143
"10",1,1,1996,37969,37969,0.0506121229951333,17.8054203095765,1.40204271688667,0.212432502258864,10638.1565171226
"11",1,1,1997,10252,10252,0.0271737697066284,6.50925137607778,1.73425851045664,0.0311557518867687,4880.24634797822
"12",1,1,1998,26609,26609,0.0392238600268381,11.7070207945939,1.52972223417708,0.101378577352504,8253.06263793571
"13",1,1,1999,10323,10323,0.0272170964240368,6.52499873786215,1.73331407465257,0.0313206199657119,4690.8435174218
"14",1,1,2000,39401,39401,0.0522648278067857,18.7551076646261,1.38672340395479,0.23139613659549,11115.9717053006
"15",1,1,2001,11636,11636,0.0280309034363422,6.82503961123535,1.71594107068999,0.0345259526802966,5349.47288117644
"16",1,1,2002,8563.1,8563.1,0.0261632329291762,6.14852423863998,1.75687645015262,0.0274729068472923,4167.73357264703
"17",1,1,2003,7556.7,7556.7,0.0255790227963889,5.94575978505677,1.77049428686899,0.0254832413306516,3516.20405028888
"18",1,1,2004,26389,26389,0.039030706321855,11.6120378377853,1.53230639994824,0.0998510143034053,7617.28301294098
"19",1,1,2005,8836.1,8836.1,0.0263239960725514,6.20506649577416,1.75320051643264,0.0280381685514677,3942.86042877463
"20",1,1,2006,27182,27182,0.0397314364755863,11.9581924039019,1.52301209578154,0.105454837186331,7932.37814162768
"21",1,1,2007,32801,32801,0.0450704535822952,14.7270495249797,1.45875022768402,0.153569399622053,9674.67188559671
"22",1,1,2008,43379,43379,0.0571446388821513,21.6226859633014,1.34504004540754,0.290036912244489,12633.5500777538
"23",1,1,2009,17764,17764,0.0321628857387835,8.46963800304309,1.63713304162782,0.0541311368967245,7315.79923019484
"24",1,1,2010,33289,33289,0.0455666953020436,14.9950845953042,1.45329884652892,0.158500132144532,10530.9243284248
"25",1,1,2011,11848,11848,0.0281645654180992,6.87508825932149,1.71315235893278,0.0350723264524885,5756.59525861242
"26",1,1,2012,9983.9,9983.9,0.0270107866041033,6.45022044176563,1.73782939589507,0.0305407427895349,4747.8421348409
"27",1,1,2013,30388,30388,0.0426950008152557,13.4679537402397,1.48600754053034,0.131013195310664,9083.00813383611
"28",1,2,1987,14741,14741,0.0300535376109959,7.60523398323819,1.67554679006861,0.0434112419764494,7099.13590265577
"29",1,2,1988,5952.6,5952.6,0.0246746982211976,5.6403221757346,1.7924182804738,0.0225986665456174,4348.37304700634
"30",1,2,1989,8656,8656,0.0262178290027636,6.16769032260937,1.75562469117746,0.0276640073854321,4215.30886665557
"31",1,2,1990,10954,10954,0.0276052029143357,6.6670826622879,1.72494313239714,0.0328234092959206,4333.09821595697
"32",1,2,1991,17397,17397,0.0318991095275613,8.35878565553993,1.64174919405017,0.0527072576611087,5640.52537328085
"33",1,2,1992,9005.5,9005.5,0.0264242479338555,6.24048855645453,1.75092342039556,0.0283945827423143,3759.89060039817
"34",1,2,1993,49154,49154,0.0650509118014227,26.3976193005027,1.28674654113154,0.388866908486212,12939.471085764
"35",1,2,1994,17203,17203,0.0317605498354811,8.30086734874669,1.64419459639442,0.0519689410156332,6680.99785614228
"36",1,2,1995,21793,21793,0.0352061046977044,9.80316735169187,1.5873014463603,0.0723230118486815,7479.1357432546
"37",1,2,1996,52621,52621,0.0703136456435907,29.6101655985969,1.25297100894309,0.453621737913339,14677.9320457187
"38",1,2,1997,12245,12245,0.0284165830627031,6.97004072676267,1.70794228597922,0.0361179780622059,6259.42189648851
"39",1,2,1998,33526,33526,0.0458096653472059,15.1269175786223,1.450658706057,0.160940761874132,10555.0356655583
"40",1,2,1999,12299,12299,0.0284510363217651,6.98308106709798,1.70723483633828,0.0362625061974774,5849.41340001419
"41",1,2,2000,53548,53548,0.0717915474486555,30.5118621605275,1.24409135915619,0.471302248270829,14966.8987565538
"42",1,2,2001,13913,13913,0.0295003158345408,7.38701922711429,1.6862246841446,0.040848097297502,6730.51474547958
"43",1,2,2002,9588.4,9588.4,0.0267721376123266,6.36437326772255,1.74311057909874,0.0296549024003385,5055.00720717913
"44",1,2,2003,8754.2,8754.2,0.0262756636827473,6.18803370570288,1.75430248823952,0.0278674143027501,4266.23075930146
"45",1,2,2004,30589,30589,0.042887999515366,13.568705196936,1.48371772345658,0.13277911361227,8957.96707557701
"46",1,2,2005,9885.4,9885.4,0.0269511524373059,6.4287030551282,1.73914318610175,0.0303177548003968,4572.77867434872
